1	1	1	44.5000	-63458.0000
1	1	1	40.0000	82.0000
1	1	1	40.0000	-63469.0000
1	1	1	35.0000	-63464.0000
1	1	1	38.5000	-63458.0000
1	1	1	52.5000	-63453.0000
1	1	1	34.0000	64.0000
1	1	1	38.5000	70.0000
1	1	1	40.5000	-63461.0000
1	1	1	38.5000	76.0000
1	1	1	42.0000	-63149.0000
1	1	1	33.5000	-63471.0000
1	1	1	39.0000	-63151.0000
1	1	1	38.0000	-63466.0000
1	1	1	41.0000	65.0000
1	1	1	32.0000	-63472.0000
1	1	1	39.5000	66.0000
1	1	1	42.0000	-63465.0000
1	1	1	36.5000	-63161.0000
1	1	1	33.5000	-63472.0000
1	1	1	34.5000	-60509.0000
1	1	1	30.5000	-63168.0000
1	1	1	42.0000	-61228.0000
1	1	1	43.0000	-63466.0000
1	1	1	33.0000	-63486.0000
1	1	1	45.5000	68.0000
1	1	1	28.0000	-63480.0000
1	1	1	39.0000	-63459.0000
1	1	1	24.5000	-60057.0000
1	1	1	42.0000	-63471.0000
1	1	1	39.5000	-63157.0000
1	1	1	44.0000	75.0000
1	1	1	29.5000	53.0000
1	1	1	34.0000	75.0000
1	1	1	36.0000	-63481.0000
1	1	1	37.0000	59.0000
1	1	1	35.0000	77.0000
1	1	1	45.0000	79.0000
1	1	1	40.5000	-63467.0000
1	1	1	39.5000	-63469.0000
1	1	1	44.5000	85.0000
1	1	1	39.0000	-63464.0000
1	1	1	40.0000	-63153.0000
1	1	1	35.0000	-63462.0000
1	1	1	42.0000	-63469.0000
1	1	1	35.0000	-63455.0000
1	1	1	30.5000	-63169.0000
1	1	1	43.5000	-63468.0000
1	1	1	34.5000	-63467.0000
1	1	1	39.5000	-63166.0000
1	1	1	33.0000	-63164.0000
1	1	1	40.5000	-63463.0000
1	1	1	31.0000	59.0000
1	1	1	36.5000	-61254.0000
1	1	1	41.0000	-63471.0000
1	1	1	42.0000	-63460.0000
1	1	1	36.0000	-63455.0000
1	1	1	39.5000	-63155.0000
1	1	1	40.0000	-63465.0000
1	1	1	40.5000	-63462.0000
1	1	1	39.0000	-63467.0000
1	1	1	40.5000	76.0000
1	1	1	43.0000	-63460.0000
1	1	1	43.0000	-63150.0000
1	1	1	38.0000	-63472.0000
1	1	1	32.5000	-63476.0000
1	1	1	33.5000	72.0000
1	1	1	33.0000	-63164.0000
1	1	1	34.5000	-63469.0000
1	1	1	48.5000	85.0000
1	1	1	37.5000	-63461.0000
1	1	1	42.0000	-60019.0000
1	1	1	39.0000	-63452.0000
1	1	1	36.0000	-63469.0000
1	1	1	47.5000	-63456.0000
1	1	1	46.0000	-63462.0000
1	1	1	43.5000	-63141.0000
1	1	1	31.5000	55.0000
1	1	1	31.5000	-60045.0000
1	1	1	31.5000	67.0000
1	1	1	40.5000	-63158.0000
1	1	1	44.5000	-63463.0000
1	1	1	42.0000	-63460.0000
1	1	1	40.5000	-63149.0000
1	1	1	44.0000	-63450.0000
1	1	1	39.0000	-63465.0000
1	1	1	35.5000	-63160.0000
1	1	1	43.5000	-61231.0000
1	1	1	31.5000	-63472.0000
1	1	1	39.5000	-63461.0000
1	1	1	30.5000	-63477.0000
1	1	1	36.0000	-63466.0000
1	1	1	36.5000	76.0000
1	1	1	37.5000	79.0000
1	1	1	33.5000	-63176.0000
1	1	1	27.0000	-61259.0000
1	1	1	33.5000	-63158.0000
1	1	1	38.5000	78.0000
1	1	1	41.5000	-63466.0000
1	1	1	39.0000	-63161.0000
